fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,composition_temp_id,density_value,density_uncertainty,thermalConductivity_value,thermalConductivity_uncertainty,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1852,0.0005,293.15,"[0.24937655859, 0.49625935141, 0.25436409]",edb872e4-478a-489f-9d0f-6e3450a88294,10.1016/j.jct.2018.07.031,0.25436409,293.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'edb872e4-478a-489f-9d0f-6e3450a88294')",1.1852,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.18385,0.0005,295.65,"[0.24937655859, 0.49625935141, 0.25436409]",796fdc06-6045-4661-b426-763408abcff1,10.1016/j.jct.2018.07.031,0.25436409,295.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 295.65, '796fdc06-6045-4661-b426-763408abcff1')",1.18385,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1825,0.0005,298.15,"[0.24937655859, 0.49625935141, 0.25436409]",ff127542-9855-4733-96c1-6a1e3fc12e01,10.1016/j.jct.2018.07.031,0.25436409,298.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, 'ff127542-9855-4733-96c1-6a1e3fc12e01')",1.1825,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17845,0.0005,305.65,"[0.24937655859, 0.49625935141, 0.25436409]",f0e0099d-1e4d-4284-ad6c-40a2d566d64d,10.1016/j.jct.2018.07.031,0.25436409,305.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 305.65, 'f0e0099d-1e4d-4284-ad6c-40a2d566d64d')",1.17845,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1798,0.0005,303.15,"[0.24937655859, 0.49625935141, 0.25436409]",7b729fa6-ccae-4d49-86dd-f37b77141879,10.1016/j.jct.2018.07.031,0.25436409,303.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '7b729fa6-ccae-4d49-86dd-f37b77141879')",1.1798,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17705,0.0005,308.15,"[0.24937655859, 0.49625935141, 0.25436409]",9a004efb-d4e9-4352-9672-2508e2add7c7,10.1016/j.jct.2018.07.031,0.25436409,308.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '9a004efb-d4e9-4352-9672-2508e2add7c7')",1.17705,0.0005,,,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,6020.0,120.4,315.65,"[0.24937655859, 0.49625935141, 0.25436409]",0538ae8b-2ce2-4edc-b2ed-d48f4c23daf9,10.1016/j.jct.2018.07.031,0.25436409,315.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 315.65, '0538ae8b-2ce2-4edc-b2ed-d48f4c23daf9')",,,6020.0,120.4,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,11400.0,228.0,333.15,"[0.24937655859, 0.49625935141, 0.25436409]",72f29e08-8bb7-4739-a7d6-70f8824f1dac,10.1016/j.jct.2018.07.031,0.25436409,333.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '72f29e08-8bb7-4739-a7d6-70f8824f1dac')",,,11400.0,228.0,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,10500.0,210.0,330.65,"[0.24937655859, 0.49625935141, 0.25436409]",f21e4a6b-2534-4f85-be6b-be9a3aa09bd9,10.1016/j.jct.2018.07.031,0.25436409,330.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 330.65, 'f21e4a6b-2534-4f85-be6b-be9a3aa09bd9')",,,10500.0,210.0,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,8850.0,177.0,325.65,"[0.24937655859, 0.49625935141, 0.25436409]",1c6f600b-4cf1-4110-b6f0-b1986beea182,10.1016/j.jct.2018.07.031,0.25436409,325.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 325.65, '1c6f600b-4cf1-4110-b6f0-b1986beea182')",,,8850.0,177.0,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,9660.0,193.2,328.15,"[0.24937655859, 0.49625935141, 0.25436409]",0b4dbd76-d5e3-4545-8c43-8b1bbe042644,10.1016/j.jct.2018.07.031,0.25436409,328.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '0b4dbd76-d5e3-4545-8c43-8b1bbe042644')",,,9660.0,193.2,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,3810.0,76.2,305.65,"[0.24937655859, 0.49625935141, 0.25436409]",4e334b9f-3b27-4b72-8caa-1a0ed9d49740,10.1016/j.jct.2018.07.031,0.25436409,305.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 305.65, '4e334b9f-3b27-4b72-8caa-1a0ed9d49740')",,,3810.0,76.2,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,4300.0,86.0,308.15,"[0.24937655859, 0.49625935141, 0.25436409]",74a37d7e-f1d9-45e7-b3fc-e9ea31dfa829,10.1016/j.jct.2018.07.031,0.25436409,308.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '74a37d7e-f1d9-45e7-b3fc-e9ea31dfa829')",,,4300.0,86.0,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,8080.0,161.6,323.15,"[0.24937655859, 0.49625935141, 0.25436409]",3fec4752-7498-41ad-8a93-fcb8f661c2ef,10.1016/j.jct.2018.07.031,0.25436409,323.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '3fec4752-7498-41ad-8a93-fcb8f661c2ef')",,,8080.0,161.6,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,7360.0,147.2,320.65,"[0.24937655859, 0.49625935141, 0.25436409]",280716aa-cf68-4f46-8b71-07b250fe27a5,10.1016/j.jct.2018.07.031,0.25436409,320.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 320.65, '280716aa-cf68-4f46-8b71-07b250fe27a5')",,,7360.0,147.2,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,5410.0,108.2,313.15,"[0.24937655859, 0.49625935141, 0.25436409]",c92ac465-c5e0-4f15-a4a0-582496d767ae,10.1016/j.jct.2018.07.031,0.25436409,313.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'c92ac465-c5e0-4f15-a4a0-582496d767ae')",,,5410.0,108.2,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,4840.0,96.8,310.65,"[0.24937655859, 0.49625935141, 0.25436409]",b61a76c2-e459-4744-ad1f-79c33c6232df,10.1016/j.jct.2018.07.031,0.25436409,310.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 310.65, 'b61a76c2-e459-4744-ad1f-79c33c6232df')",,,4840.0,96.8,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",thermalConductivity,6670.0,133.4,318.15,"[0.24937655859, 0.49625935141, 0.25436409]",87e4e05a-3971-4c83-a6e5-113cb51b34fb,10.1016/j.jct.2018.07.031,0.25436409,318.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, '87e4e05a-3971-4c83-a6e5-113cb51b34fb')",,,6670.0,133.4,,,0.25436409,"(0.710130687316902, 0.6046852192663268, 0.19426060163712158)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.056237087000000005,0.010607073,320.15,"[0.25, 0.5, 0.25]",ab724247-4daa-4a32-a5d7-71b6b3d408bb,10.1039/c9cp00036d,0.25,320.15,2.0,Document_1,"(0.25, 0.5, 0.25)",0.25,0.5,"(('Choline Chloride', 'Glycerol', 'Water'), 320.15, 'ab724247-4daa-4a32-a5d7-71b6b3d408bb')",,,,,0.056237087000000005,0.010607073,0.25,"(0.8578978803740233, 0.44058452715322166, 0.957819659566579)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17,,313.15,"[0.250078162333, 0.500156324667, 0.249765513]",6195e167-c5e3-44dd-a865-3394a5f82cce,10.1016/j.aca.2012.12.019,0.249765513,313.15,2.0,Document_1,"(0.25, 0.5, 0.25)",0.25,0.5,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '6195e167-c5e3-44dd-a865-3394a5f82cce')",1.17,,,,,,0.249765513,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0513,,313.15,"[0.250078162333, 0.500156324667, 0.249765513]",62c38e27-21b0-46c9-9042-f3eec5ebfc18,10.1016/j.aca.2012.12.019,0.249765513,313.15,2.0,Document_1,"(0.25, 0.5, 0.25)",0.25,0.5,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '62c38e27-21b0-46c9-9042-f3eec5ebfc18')",,,,,0.0513,,0.249765513,"(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.18,5e-05,303.15,"[0.253966666667, 0.507933333333, 0.2381]",d7a72b81-f377-49d4-af78-1ef17d815096,10.1016/j.fluid.2014.01.028,0.2381,303.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'd7a72b81-f377-49d4-af78-1ef17d815096')",1.18,5e-05,,,,,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1688,5e-05,323.15,"[0.253966666667, 0.507933333333, 0.2381]",1a147692-04b3-4219-a4e2-c0adb0d6fd4e,10.1016/j.fluid.2014.01.028,0.2381,323.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '1a147692-04b3-4219-a4e2-c0adb0d6fd4e')",1.1688,5e-05,,,,,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1744,5e-05,313.15,"[0.253966666667, 0.507933333333, 0.2381]",178aeba6-d799-4aa4-9e80-d6892aa275ea,10.1016/j.fluid.2014.01.028,0.2381,313.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '178aeba6-d799-4aa4-9e80-d6892aa275ea')",1.1744,5e-05,,,,,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1858,5e-05,293.15,"[0.253966666667, 0.507933333333, 0.2381]",48282812-8141-403d-bcd6-9b5da9d53488,10.1016/j.fluid.2014.01.028,0.2381,293.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '48282812-8141-403d-bcd6-9b5da9d53488')",1.1858,5e-05,,,,,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2004529,0.0010022644999999998,293.15,"[0.253966666667, 0.507933333333, 0.2381]",69dc2af3-eb57-4b1d-82d9-df46fc320a4c,10.1016/j.fluid.2014.01.028,0.2381,293.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '69dc2af3-eb57-4b1d-82d9-df46fc320a4c')",,,,,0.2004529,0.0010022644999999998,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.10539490000000001,0.0005269745,303.15,"[0.253966666667, 0.507933333333, 0.2381]",8a277e8d-7d24-44d6-8185-8078e67940dd,10.1016/j.fluid.2014.01.028,0.2381,303.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '8a277e8d-7d24-44d6-8185-8078e67940dd')",,,,,0.10539490000000001,0.0005269745,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0636328,0.000318164,313.15,"[0.253966666667, 0.507933333333, 0.2381]",50d0b137-ed0d-4c2c-8a43-065a2bcec231,10.1016/j.fluid.2014.01.028,0.2381,313.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '50d0b137-ed0d-4c2c-8a43-065a2bcec231')",,,,,0.0636328,0.000318164,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0416544,0.00020827200000000001,323.15,"[0.253966666667, 0.507933333333, 0.2381]",e56e568a-86c2-4c94-976d-9a1934ad45be,10.1016/j.fluid.2014.01.028,0.2381,323.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'e56e568a-86c2-4c94-976d-9a1934ad45be')",,,,,0.0416544,0.00020827200000000001,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.028234600000000002,0.000141173,333.15,"[0.253966666667, 0.507933333333, 0.2381]",57cad862-ab91-4b03-9ca2-7531cd1466c8,10.1016/j.fluid.2014.01.028,0.2381,333.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '57cad862-ab91-4b03-9ca2-7531cd1466c8')",,,,,0.028234600000000002,0.000141173,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1631,5e-05,333.15,"[0.253966666667, 0.507933333333, 0.2381]",172eb4d5-882c-491c-91fb-f98fcb4adc27,10.1016/j.fluid.2014.01.028,0.2381,333.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '172eb4d5-882c-491c-91fb-f98fcb4adc27')",1.1631,5e-05,,,,,0.2381,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.21344300000000002,0.00213443,293.15,"[0.263155660667, 0.526311321333, 0.210533018]",4f51527e-f8b0-45ad-8496-187da0141b62,10.1039/C5CP01493J,0.210533018,293.15,2.0,Document_1,"(0.263, 0.526, 0.211)",0.263,0.526,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '4f51527e-f8b0-45ad-8496-187da0141b62')",,,,,0.21344300000000002,0.00213443,0.210533018,"(0.22537170008202412, 0.6531400148480775, 0.841007805313343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17084,5e-05,323.15,"[0.2659, 0.5318, 0.2023]",527532da-ea21-4aca-8419-ef295d98889c,10.1016/j.jtice.2012.01.007,0.2023,323.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '527532da-ea21-4aca-8419-ef295d98889c')",1.17084,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16801,5e-05,328.15,"[0.2659, 0.5318, 0.2023]",488b8d90-6fdc-4589-840e-4a92ee5b61f8,10.1016/j.jtice.2012.01.007,0.2023,328.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '488b8d90-6fdc-4589-840e-4a92ee5b61f8')",1.16801,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17916,5e-05,308.15,"[0.2659, 0.5318, 0.2023]",8e0639ce-cb7a-4f4f-a2ce-735d4f8d69df,10.1016/j.jtice.2012.01.007,0.2023,308.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '8e0639ce-cb7a-4f4f-a2ce-735d4f8d69df')",1.17916,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16523,5e-05,333.15,"[0.2659, 0.5318, 0.2023]",69df21fc-22a6-45ea-9567-a20d0e173816,10.1016/j.jtice.2012.01.007,0.2023,333.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '69df21fc-22a6-45ea-9567-a20d0e173816')",1.16523,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17362,5e-05,318.15,"[0.2659, 0.5318, 0.2023]",b38afa3d-433b-4e53-bc7c-b84eba8741dc,10.1016/j.jtice.2012.01.007,0.2023,318.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, 'b38afa3d-433b-4e53-bc7c-b84eba8741dc')",1.17362,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.18468,5e-05,298.15,"[0.2659, 0.5318, 0.2023]",81ae78e6-7aa4-43b1-a2dd-11b3f60bfe54,10.1016/j.jtice.2012.01.007,0.2023,298.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, '81ae78e6-7aa4-43b1-a2dd-11b3f60bfe54')",1.18468,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.18192,5e-05,303.15,"[0.2659, 0.5318, 0.2023]",391a5e99-9fb8-4580-be3e-a35de79cbdf5,10.1016/j.jtice.2012.01.007,0.2023,303.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '391a5e99-9fb8-4580-be3e-a35de79cbdf5')",1.18192,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17639,5e-05,313.15,"[0.2659, 0.5318, 0.2023]",015390ca-1cf7-49b0-8989-3b715cd3db4b,10.1016/j.jtice.2012.01.007,0.2023,313.15,2.0,Document_1,"(0.266, 0.532, 0.202)",0.266,0.532,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '015390ca-1cf7-49b0-8989-3b715cd3db4b')",1.17639,5e-05,,,,,0.2023,,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.102771,,308.139,"[0.281186588, 0.562373176, 0.156440236]",cdb08f04-9d91-4b86-b4ce-23a3d5b598c0,NO,0.156440236,308.139,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 308.139, 'cdb08f04-9d91-4b86-b4ce-23a3d5b598c0')",,,,,0.102771,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.422633,,293.12885,"[0.281186588, 0.562373176, 0.156440236]",3f7a2a1b-5a04-4660-ac8c-099cfcf76291,NO,0.156440236,293.12885,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 293.12885, '3f7a2a1b-5a04-4660-ac8c-099cfcf76291')",,,,,0.422633,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.07852200000000001,,313.108,"[0.281186588, 0.562373176, 0.156440236]",f7a134a9-6a64-4ae1-8884-6b03f023089b,NO,0.156440236,313.108,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 313.108, 'f7a134a9-6a64-4ae1-8884-6b03f023089b')",,,,,0.07852200000000001,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.1697459584,,298.097,"[0.281186588, 0.562373176, 0.156440236]",e1b88eb0-28c3-44c2-a21c-113d003447f9,NO,0.156440236,298.097,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 298.097, 'e1b88eb0-28c3-44c2-a21c-113d003447f9')",,,,,0.1697459584,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.127021,,303.171,"[0.281186588, 0.562373176, 0.156440236]",b7f12b7e-8f3b-454c-98ad-8c7b8d73b594,NO,0.156440236,303.171,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 303.171, 'b7f12b7e-8f3b-454c-98ad-8c7b8d73b594')",,,,,0.127021,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.050808,,323.15,"[0.281186588, 0.562373176, 0.156440236]",094f4dc5-5db0-4570-b4ae-ae4f63c776dd,NO,0.156440236,323.15,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '094f4dc5-5db0-4570-b4ae-ae4f63c776dd')",,,,,0.050808,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.203,,295.15,"[0.281186588, 0.562373176, 0.156440236]",5151391a-f435-4b9c-8db2-bbf4accdd8d9,NO,0.156440236,295.15,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 295.15, '5151391a-f435-4b9c-8db2-bbf4accdd8d9')",1.203,,,,,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0358,,333.192,"[0.281186588, 0.562373176, 0.156440236]",7c7ae325-ab07-4f4b-b27b-255908b3ab25,NO,0.156440236,333.192,2.0,Document_1,"(0.281, 0.562, 0.156)",0.281,0.562,"(('Choline Chloride', 'Glycerol', 'Water'), 333.192, '7c7ae325-ab07-4f4b-b27b-255908b3ab25')",,,,,0.0358,,0.156440236,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.311565,0.00311565,293.15,"[0.294947672, 0.589895344, 0.115156984]",e519360e-2893-47f4-9976-5ec38a59878b,10.1039/C5CP01493J,0.115156984,293.15,2.0,Document_1,"(0.295, 0.59, 0.115)",0.295,0.59,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'e519360e-2893-47f4-9976-5ec38a59878b')",,,,,0.311565,0.00311565,0.115156984,"(0.22537170008202412, 0.6531400148480775, 0.841007805313343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1682,5e-05,333.15,"[0.297333333333, 0.594666666667, 0.108]",ef752c5a-3b41-48b7-8ffd-59361e37b5fc,10.1016/j.fluid.2014.01.028,0.108,333.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'ef752c5a-3b41-48b7-8ffd-59361e37b5fc')",1.1682,5e-05,,,,,0.108,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1739,5e-05,323.15,"[0.297333333333, 0.594666666667, 0.108]",aac3bb0a-f8d7-489e-b09d-1eea62f3bc34,10.1016/j.fluid.2014.01.028,0.108,323.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'aac3bb0a-f8d7-489e-b09d-1eea62f3bc34')",1.1739,5e-05,,,,,0.108,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.3226054,0.001613027,293.15,"[0.297333333333, 0.594666666667, 0.108]",cc86103d-1148-43f5-8186-e48f34f82665,10.1016/j.fluid.2014.01.028,0.108,293.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'cc86103d-1148-43f5-8186-e48f34f82665')",,,,,0.3226054,0.001613027,0.108,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
