Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),"Density, g/cm^3"
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,308.15,0.042756999999999996,10.1016/j.molliq.2017.06.024,1.148
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,313.15,0.03394,10.1016/j.molliq.2017.06.024,1.1442
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,318.15,0.027405000000000002,10.1016/j.molliq.2017.06.024,1.1405
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,323.15,0.022423,10.1016/j.molliq.2017.06.024,1.1367
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,328.15,0.018652000000000002,10.1016/j.molliq.2017.06.024,1.133
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,333.15,0.015645,10.1016/j.molliq.2017.06.024,1.1292
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,338.15,0.013287,10.1016/j.molliq.2017.06.024,1.1255
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,343.15,0.011401999999999999,10.1016/j.molliq.2017.06.024,1.1217
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,293.15,0.076631,10.1016/j.molliq.2017.06.024,1.1462
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,298.15,0.057941,10.1016/j.molliq.2017.06.024,1.1425
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,303.15,0.044819000000000005,10.1016/j.molliq.2017.06.024,1.1388
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,308.15,0.035259,10.1016/j.molliq.2017.06.024,1.135
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,313.15,0.028277,10.1016/j.molliq.2017.06.024,1.1313
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,318.15,0.022986,10.1016/j.molliq.2017.06.024,1.1275
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,323.15,0.018966,10.1016/j.molliq.2017.06.024,1.1237
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,328.15,0.015865,10.1016/j.molliq.2017.06.024,1.1199
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,333.15,0.013428,10.1016/j.molliq.2017.06.024,1.1161
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0588,0.9412,,343.15,0.0098905,10.1016/j.molliq.2017.06.024,1.1084
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,azepan-2-one,,0.25,0.75,,313.15,0.29431,10.1039/C2RA22990K,1.0802
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,urea,,0.4,0.6,,313.15,0.02776,10.1039/C2RA22990K,1.2556
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,glycerol,,0.4,0.6,,313.15,0.07118000000000001,10.1016/j.cej.2018.10.077,1.2391
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,glycerol,,0.3333,0.6667,,313.15,0.08864,10.1016/j.cej.2018.10.077,1.2398
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,glycerol,,0.25,0.75,,313.15,0.10784,10.1016/j.cej.2018.10.077,1.2422
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,glycerol,,0.2,0.8,,313.15,0.13616999999999999,10.1016/j.cej.2018.10.077,1.2433
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,ETHYLENE GLYCOL,,0.25,0.75,,313.15,0.011460000000000001,10.1016/j.cej.2018.10.077,1.138
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,urea,,0.4,0.6,,313.15,0.04104,10.1016/j.cej.2018.10.077,1.2556
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,acetamide,,0.4,0.6,,313.15,0.02622,10.1016/j.cej.2018.10.077,1.1156
2,Ⅲ,0,0,1,0,0,AMMONIUM THIOCYANATE,azepan-2-one,,0.25,0.75,,313.15,0.3826,10.1016/j.cej.2018.10.077,1.0802
2,Ⅲ,0,0,1,0,0,Butyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.077,0.923,,303.15,0.028149999999999998,10.1016/j.ijggc.2016.02.006,1.1328
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethanolamine,,0.111,0.889,,303.15,0.03459,10.1016/j.ijggc.2016.02.006,1.0995
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethanolamine,,0.125,0.875,,303.15,0.039487,10.1016/j.ijggc.2016.02.006,1.1092
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Ethanolamine,,0.143,0.857,,303.15,0.042911000000000005,10.1016/j.ijggc.2016.02.006,1.1204
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,DIETHANOLAMINE,,0.143,0.857,,303.15,0.420303,10.1016/j.ijggc.2016.02.006,1.0777
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,303.15,0.043012,10.1016/j.ijggc.2016.02.006,1.0322
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,TRIETHANOLAMINE,,0.25,0.75,,303.15,0.606707,10.1016/j.ijggc.2016.02.006,1.0912
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,Ethanolamine,,0.125,0.875,,298.15,0.02036,10.1039/C6NJ03140D,1.065
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,Ethanolamine,,0.125,0.875,,308.15,0.01768,10.1039/C6NJ03140D,1.0576
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,Ethanolamine,,0.125,0.875,,318.15,0.015960000000000002,10.1039/C6NJ03140D,1.0503
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,Ethanolamine,,0.125,0.875,,328.15,0.01472,10.1039/C6NJ03140D,1.043
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,298.15,0.11849,10.1039/C6NJ03140D,1.298
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,298.15,0.11849,10.1039/C6NJ03140D,1.2501
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,303.15,0.09773,10.1039/C6NJ03140D,1.2424
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,308.15,0.08056,10.1039/C6NJ03140D,1.2432
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,313.15,0.06773,10.1039/C6NJ03140D,1.2398
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,318.15,0.055869999999999996,10.1039/C6NJ03140D,1.2363
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,323.15,0.04901,10.1039/C6NJ03140D,1.2324
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,328.15,0.04523,10.1039/C6NJ03140D,1.2293
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,ETHYLENE GLYCOL,,0.25,0.75,,333.15,0.04324,10.1039/C6NJ03140D,1.226
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,298.15,0.11052,10.1039/C6NJ03140D,1.2893
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,298.15,0.11052,10.1039/C6NJ03140D,1.2889
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,303.15,0.08247,10.1039/C6NJ03140D,1.2855
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,308.15,0.06619,10.1039/C6NJ03140D,1.2817
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,313.15,0.05379,10.1039/C6NJ03140D,1.278
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,318.15,0.04194,10.1039/C6NJ03140D,1.2745
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,323.15,0.03612,10.1039/C6NJ03140D,1.271
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,328.15,0.03075,10.1039/C6NJ03140D,1.2673
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,glycerol,,0.2,0.8,,333.15,0.027120000000000002,10.1039/C6NJ03140D,1.2634
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,298.15,0.055659999999999994,10.1039/C6NJ03140D,1.0481
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,303.15,0.04358,10.1039/C6NJ03140D,1.0322
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,308.15,0.03601,10.1039/C6NJ03140D,1.0387
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,318.15,0.026539999999999998,10.1039/C6NJ03140D,1.0289
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Ethanolamine,,0.143,0.857,,328.15,0.02176,10.1039/C6NJ03140D,1.0185
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,293.15,0.09969,10.1021/acs.jced.0c00715,1.04616
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,293.15,0.09969,10.1021/acs.jced.0c00715,1.0445
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,298.15,0.07876999999999999,10.1021/acs.jced.0c00715,1.04341
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,298.15,0.07876999999999999,10.1021/acs.jced.0c00715,1.1
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.06296,10.1021/acs.jced.0c00715,1.04065
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.06296,10.1021/acs.jced.0c00715,1.041
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.06296,10.1021/acs.jced.0c00715,1.0411
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,308.15,0.05108,10.1021/acs.jced.0c00715,1.03788
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,313.15,0.04167,10.1021/acs.jced.0c00715,1.03513
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,313.15,0.04167,10.1021/acs.jced.0c00715,1.0354
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,318.15,0.03451,10.1021/acs.jced.0c00715,1.03238
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,323.15,0.0289,10.1021/acs.jced.0c00715,1.02964
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,323.15,0.0289,10.1021/acs.jced.0c00715,1.0306
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,328.15,0.02436,10.1021/acs.jced.0c00715,1.02689
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,333.15,0.02075,10.1021/acs.jced.0c00715,1.02413
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,293.15,0.21318,10.1016/j.molliq.2017.06.024,1.2011
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,298.15,0.15075999999999998,10.1016/j.molliq.2017.06.024,1.1975
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,303.15,0.10911,10.1016/j.molliq.2017.06.024,1.1938
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,308.15,0.081109,10.1016/j.molliq.2017.06.024,1.1901
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,313.15,0.061797,10.1016/j.molliq.2017.06.024,1.1864
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,318.15,0.047982,10.1016/j.molliq.2017.06.024,1.1827
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,323.15,0.037868,10.1016/j.molliq.2017.06.024,1.179
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,328.15,0.030341999999999997,10.1016/j.molliq.2017.06.024,1.1754
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,333.15,0.024722,10.1016/j.molliq.2017.06.024,1.1717
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,338.15,0.020402,10.1016/j.molliq.2017.06.024,1.1679
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,343.15,0.017138999999999998,10.1016/j.molliq.2017.06.024,1.1679
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,293.15,0.23375,10.1016/j.molliq.2017.06.024,1.1908
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,298.15,0.16652,10.1016/j.molliq.2017.06.024,1.1871
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,303.15,0.12164,10.1016/j.molliq.2017.06.024,1.1834
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,308.15,0.090906,10.1016/j.molliq.2017.06.024,1.1797
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,313.15,0.069365,10.1016/j.molliq.2017.06.024,1.1761
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,318.15,0.053992,10.1016/j.molliq.2017.06.024,1.1724
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,323.15,0.042726999999999994,10.1016/j.molliq.2017.06.024,1.1687
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,328.15,0.034351999999999994,10.1016/j.molliq.2017.06.024,1.165
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,333.15,0.028074,10.1016/j.molliq.2017.06.024,1.1613
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,338.15,0.023177,10.1016/j.molliq.2017.06.024,1.1576
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,343.15,0.019402000000000003,10.1016/j.molliq.2017.06.024,1.1576
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,298.15,0.5130929999999999,10.1016/j.jct.2013.05.041,1.1766
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,303.15,0.3514589,10.1016/j.jct.2013.05.041,1.1735
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,308.15,0.2512543,10.1016/j.jct.2013.05.041,1.1703
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,313.15,0.1828741,10.1016/j.jct.2013.05.041,1.1672
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,318.15,0.1379542,10.1016/j.jct.2013.05.041,1.1642
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,323.15,0.1041835,10.1016/j.jct.2013.05.041,1.1612
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,328.15,0.0827882,10.1016/j.jct.2013.05.041,1.1582
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,333.15,0.0655467,10.1016/j.jct.2013.05.041,1.1552
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,338.15,0.0523401,10.1016/j.jct.2013.05.041,1.1522
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",glycerol,,0.333,0.667,,343.15,0.042575499999999995,10.1016/j.jct.2013.05.041,1.1492
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,298.15,0.050446599999999994,10.1016/j.jct.2013.05.041,1.0999
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,303.15,0.040683500000000004,10.1016/j.jct.2013.05.041,1.0968
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,303.15,0.040683500000000004,10.1016/j.jct.2013.05.041,1.10062
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,308.15,0.032036499999999996,10.1016/j.jct.2013.05.041,1.0938
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,313.15,0.0262835,10.1016/j.jct.2013.05.041,1.0909
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,318.15,0.0219701,10.1016/j.jct.2013.05.041,1.0879
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,323.15,0.0185065,10.1016/j.jct.2013.05.041,1.0848
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,328.15,0.0158308,10.1016/j.jct.2013.05.041,1.0818
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,333.15,0.013500700000000001,10.1016/j.jct.2013.05.041,1.0788
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,338.15,0.0114891,10.1016/j.jct.2013.05.041,1.0759
2,Ⅲ,0,0,1,0,0,"n,n-diethylethanolammonium chloride",ETHYLENE GLYCOL,,0.333,0.667,,343.15,0.0099868,10.1016/j.jct.2013.05.041,1.0728
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.05475,10.1021/acs.jced.0c00386,1.04065
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.05475,10.1021/acs.jced.0c00386,1.041
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,303.15,0.05475,10.1021/acs.jced.0c00386,1.0411
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,308.15,0.04449,10.1021/acs.jced.0c00386,1.03788
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,313.15,0.03666,10.1021/acs.jced.0c00386,1.03513
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,313.15,0.03666,10.1021/acs.jced.0c00386,1.0354
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,318.15,0.0304,10.1021/acs.jced.0c00386,1.03238
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,323.15,0.02574,10.1021/acs.jced.0c00386,1.02964
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,323.15,0.02574,10.1021/acs.jced.0c00386,1.0306
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,328.15,0.02173,10.1021/acs.jced.0c00386,1.02689
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.2,0.8,,333.15,0.01868,10.1021/acs.jced.0c00386,1.02413
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.2,0.8,,303.15,0.07179,10.1021/acs.jced.0c00386,1.0309
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.2,0.8,,313.15,0.04072,10.1021/acs.jced.0c00386,1.0265
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.2,0.8,,323.15,0.02522,10.1021/acs.jced.0c00386,1.0197
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,303.15,0.03445,10.1021/acs.jced.0c00386,1.07062
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,308.15,0.02887,10.1021/acs.jced.0c00386,1.0678
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,313.15,0.024210000000000002,10.1021/acs.jced.0c00386,1.06497
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,318.15,0.02052,10.1021/acs.jced.0c00386,1.06215
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,323.15,0.01757,10.1021/acs.jced.0c00386,1.05933
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,328.15,0.015189999999999999,10.1021/acs.jced.0c00386,1.05652
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,3-PROPANEDIOL",,0.2,0.8,,333.15,0.013210000000000001,10.1021/acs.jced.0c00386,1.05372
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.25,0.75,,303.15,0.06064,10.1021/acs.jced.0c00386,1.049
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.25,0.75,,313.15,0.040549999999999996,10.1021/acs.jced.0c00386,1.0432
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"1,4-BUTANEDIOL",,0.25,0.75,,323.15,0.02853,10.1021/acs.jced.0c00386,1.0384
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.25,0.75,,303.15,0.08488,10.1021/acs.jced.0c00386,1.039
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.25,0.75,,313.15,0.048729999999999996,10.1021/acs.jced.0c00386,1.0357
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,"2,3-butanediol",,0.25,0.75,,323.15,0.03043,10.1021/acs.jced.0c00386,1.03
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,lactic acid,,0.5,0.5,,298.15,0.3967,10.1002/slct.201701223,1.12
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,298.15,27.492,10.1002/slct.201701223,1.274
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,malic acid,,0.5,0.5,,298.15,27.492,10.1002/slct.201701223,1.16
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,citric acid,,0.5,0.5,,298.15,834.114,10.1002/slct.201701223,1.23
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,D-fructopyranose,,0.5,0.5,,298.15,0.48210000000000003,10.1002/slct.201701223,1.337
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,D-fructopyranose,,0.5,0.5,,318.15,0.2392,10.1002/slct.201701223,1.3262
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,D-fructopyranose,,0.5,0.5,,338.15,0.1001,10.1002/slct.201701223,1.3152
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,D-fructopyranose,,0.5,0.5,,358.15,0.0389,10.1002/slct.201701223,1.3031
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycolic acid,,0.5,0.5,,293.15,0.7794,10.1021/sc500439w,1.198
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,glycolic acid,,0.5,0.5,,298.15,0.5478999999999999,10.1021/sc500439w,1.195
